MES,ADYEN_TIME,TIPO,GATEWAY_TOKEN,ADQUIRIENTE,MERCHANT_ACCOUNT,REFERENCE_MODEL,ADQ_VENTAS,RAPPI_VENTAS,CONCILIACION,ADQ_TRX,RAPPI_TRX
2021-03-22,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-228.46,,0,5
2021-03-22,,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,-505.31,,0,7
2021-03-22,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-5650.53,,0,76
2021-03-22,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-2691.00,,0,54
2021-03-22,,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,RappiPay,,-714.00,,0,14
2021-03-22,,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Prime,,-1465.10,,0,31
2021-03-22,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,252.10,,0,3
2021-03-22,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,34842.33,,0,374
2021-03-23,2021-03-23,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-67134.28,-67134.28,1.0,1200,1200
2021-03-23,2021-03-23,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-150497.65,-150497.65,1.0,3744,3744
2021-03-23,2021-03-23,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-4732.7699999999995,-4732.77,0.9999999999999998,109,109
2021-03-23,2021-03-23,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-1465.1,-1465.10,1.0,31,31
2021-03-23,2021-03-23,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,7501.0199999999995,7501.02,0.9999999999999999,146,146
2021-03-23,2021-03-23,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,2905545.46,2905545.46,1.0,27432,27432
2021-03-23,2021-03-23,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,3212674.79,3212674.79,1.0,43742,43742
2021-03-23,2021-03-23,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,175733.4,175733.40,1.0,4971,4971
2021-03-23,2021-03-23,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,5060.5,5060.50,1.0,54,54
2021-03-23,2021-03-23,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,28261.0,28261.00,1.0,866,866
2021-03-23,2021-03-24,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-12911.45,-12911.45,1.0,216,216
2021-03-23,2021-03-24,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-42818.59,-42818.59,1.0,953,953
2021-03-23,2021-03-24,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-1320.63,-1320.63,1.0,10,10
2021-03-23,2021-03-24,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-149.5,-149.50,1.0,5,5
2021-03-23,2021-03-24,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,2689.59,2689.59,1.0,55,55
2021-03-23,2021-03-24,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,677648.1,677648.10,1.0,7888,7888
2021-03-23,2021-03-24,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,706375.73,706375.73,1.0,11025,11025
2021-03-23,2021-03-24,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,1674.3999999999999,1674.40,0.9999999999999999,38,38
2021-03-23,2021-03-24,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,388.7,388.70,1.0,13,13
2021-03-23,2021-03-24,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,524.7,524.70,1.0,13,13
2021-03-23,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-2017.52,,0,22
2021-03-23,,Refunds_orders,MYc5Anws0loUCUdaLxutL5Lrnd8,Adyen,,Order,,-8.85,,0,1
2021-03-23,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-387.07,,0,5
2021-03-23,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-299.00,,0,1
2021-03-23,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,146.30,,0,2
2021-03-23,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,22748.27,,0,266
2021-03-24,2021-03-24,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR,Order,-247.32999999999998,-247.33,0.9999999999999999,2,2
2021-03-24,2021-03-24,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-100266.23,-100266.23,1.0,2144,2144
2021-03-24,2021-03-24,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR_Safe,Order,-112.33,-112.33,1.0,1,1
2021-03-24,2021-03-24,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-192495.91,-192495.91,1.0,4245,4245
2021-03-24,2021-03-24,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-4993.3,-4993.30,1.0,91,91
2021-03-24,2021-03-24,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-209.29999999999998,-209.30,0.9999999999999999,7,7
2021-03-24,2021-03-24,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,6840.33,6840.33,1.0,117,117
2021-03-24,2021-03-24,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR,Order,34.61,34.61,1.0,1,1
2021-03-24,2021-03-24,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,3464760.64,3464760.64,1.0,32520,32520
2021-03-24,2021-03-24,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR_Safe,Order,34.61,34.61,1.0,1,1
2021-03-24,2021-03-24,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2856744.51,2856744.51,1.0,36155,36155
2021-03-24,2021-03-24,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,2.0,2.00,1.0,1,1
2021-03-24,2021-03-24,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,196730.1,196730.10,1.0,5712,5712
2021-03-24,2021-03-24,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,29.9,29.90,1.0,1,1
2021-03-24,2021-03-24,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,2200.9,2200.90,1.0,41,41
2021-03-24,2021-03-25,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-18031.34,-18031.34,1.0,410,410
2021-03-24,2021-03-25,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-29583.24,-29583.24,1.0,670,670
2021-03-24,2021-03-25,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-777.4,-777.40,1.0,17,17
2021-03-24,2021-03-25,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-29.9,-29.90,1.0,1,1
2021-03-24,2021-03-25,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,2054.37,2054.37,1.0,33,33
2021-03-24,2021-03-25,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,885873.37,885873.37,1.0,9941,9941
2021-03-24,2021-03-25,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,617467.18,617467.18,1.0,8637,8637
2021-03-24,2021-03-25,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,2332.2,2332.20,1.0,60,60
2021-03-24,2021-03-25,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,465.0,465.00,1.0,13,13
2021-03-24,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-991.09,,0,14
2021-03-24,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-662.78,,0,12
2021-03-24,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-59.80,,0,2
2021-03-24,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,137.13,,0,3
2021-03-24,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,8768.82,,0,72
2021-03-25,2021-03-25,Refunds_orders,DJVrGLk2ULRksb12F0u2eUZjUEs,Adyen_Travel,RappiBR_Travel,Order,-138.34,-138.34,1.0,1,1
2021-03-25,2021-03-25,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-94795.64,-94795.64,1.0,2281,2281
2021-03-25,2021-03-25,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-200479.96,-200479.96,1.0,4203,4203
2021-03-25,2021-03-25,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-4634.5,-4634.50,1.0,119,119
2021-03-25,2021-03-25,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-448.5,-448.50,1.0,15,15
2021-03-25,2021-03-25,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,8297.2,8297.20,1.0,134,134
2021-03-25,2021-03-25,Ventas_orders,DJVrGLk2ULRksb12F0u2eUZjUEs,Adyen_Travel,RappiBR_Travel,Order,1297.3999999999999,1297.40,0.9999999999999998,2,2
2021-03-25,2021-03-25,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,3523054.87,3523054.87,1.0,33559,33559
2021-03-25,2021-03-25,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR_Safe,Order,49.9,49.90,1.0,1,1
2021-03-25,2021-03-25,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2965807.02,2965807.02,1.0,36293,36293
2021-03-25,2021-03-25,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,222454.5,222454.50,1.0,6440,6440
2021-03-25,2021-03-25,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,4320.01,4320.01,1.0,54,54
2021-03-25,2021-03-26,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-19535.93,-19535.93,1.0,393,393
2021-03-25,2021-03-26,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-32100.1,-32100.10,1.0,718,718
2021-03-25,2021-03-26,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-328.9,-328.90,1.0,11,11
2021-03-25,2021-03-26,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-29.9,-29.90,1.0,1,1
2021-03-25,2021-03-26,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,3077.27,3077.27,1.0,49,49
2021-03-25,2021-03-26,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,994197.61,994197.61,1.0,11068,11068
2021-03-25,2021-03-26,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,667460.9,667460.90,1.0,9245,9245
2021-03-25,2021-03-26,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,2601.2999999999997,2601.30,0.9999999999999998,69,69
2021-03-25,2021-03-26,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,808.5,808.50,1.0,19,19
2021-03-25,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-888.16,,0,15
2021-03-25,,Refunds_orders,MYc5Anws0loUCUdaLxutL5Lrnd8,Adyen,,Order,,-26.63,,0,1
2021-03-25,,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,-21.99,,0,1
2021-03-25,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-173.08,,0,3
2021-03-25,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-358.80,,0,3
2021-03-25,,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,48.90,,0,1
2021-03-25,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,483.43,,0,7
2021-03-25,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,5479.92,,0,55
2021-03-26,2021-03-26,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-125504.85,-125504.85,1.0,2821,2821
2021-03-26,2021-03-26,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR,Order,-9.66,-9.66,1.0,1,1
2021-03-26,2021-03-26,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-239373.05,-239373.05,1.0,4906,4906
2021-03-26,2021-03-26,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-4754.099999999999,-4754.10,0.9999999999999998,132,132
2021-03-26,2021-03-26,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-59.8,-59.80,1.0,2,2
2021-03-26,2021-03-26,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,10689.11,10689.11,1.0,161,161
2021-03-26,2021-03-26,Ventas_orders,DJVrGLk2ULRksb12F0u2eUZjUEs,Adyen_Travel,RappiBR_Travel,Order,1336.31,1336.31,1.0,1,1
2021-03-26,2021-03-26,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,4117498.46,4117498.46,1.0,39607,39607
2021-03-26,2021-03-26,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,3301253.53,3301253.53,1.0,41900,41900
2021-03-26,2021-03-26,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,231837.4,231837.40,1.0,6371,6371
2021-03-26,2021-03-26,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,3632.34,3632.34,1.0,57,57
2021-03-26,2021-03-27,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR,Order,-6.9,-6.90,1.0,1,1
2021-03-26,2021-03-27,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-26201.11,-26201.11,1.0,507,507
2021-03-26,2021-03-27,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-40203.98,-40203.98,1.0,835,835
2021-03-26,2021-03-27,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-508.29999999999995,-508.30,0.9999999999999999,17,17
2021-03-26,2021-03-27,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-89.69999999999999,-89.70,0.9999999999999999,3,3
2021-03-26,2021-03-27,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,4640.53,4640.53,1.0,64,64
2021-03-26,2021-03-27,Ventas_orders,DJVrGLk2ULRksb12F0u2eUZjUEs,Adyen_Travel,RappiBR_Travel,Order,237.43,237.43,1.0,1,1
2021-03-26,2021-03-27,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1492978.51,1492978.51,1.0,16288,16288
2021-03-26,2021-03-27,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR_Safe,Order,41.4,41.40,1.0,1,1
2021-03-26,2021-03-27,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,998364.12,998364.12,1.0,13732,13732
2021-03-26,2021-03-27,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,4902.7,4902.70,1.0,137,137
2021-03-26,2021-03-27,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,2335.0,2335.00,1.0,11,11
2021-03-26,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-1427.96,,0,17
2021-03-26,,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,-36.95,,0,1
2021-03-26,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-6221.31,,0,11
2021-03-26,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-29.90,,0,1
2021-03-26,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,1057.04,,0,10
2021-03-26,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,8295.08,,0,84
2021-03-27,2021-03-27,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-141663.36,-141663.36,1.0,3118,3118
2021-03-27,2021-03-27,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-207474.18,-207474.18,1.0,5176,5176
2021-03-27,2021-03-27,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-7235.8,-7235.80,1.0,128,128
2021-03-27,2021-03-27,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-89.69999999999999,-89.70,0.9999999999999999,3,3
2021-03-27,2021-03-27,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,13079.37,13079.37,1.0,190,190
2021-03-27,2021-03-27,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,4283440.62,4283440.62,1.0,40917,40917
2021-03-27,2021-03-27,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,3470930.39,3470930.39,1.0,43526,43526
2021-03-27,2021-03-27,Ventas_others,9jKyGo93uycAm6SHdYQoFq1qPHl,Adyen,RappiBR_Pay,RappiPay,50.0,50.00,1.0,1,1
2021-03-27,2021-03-27,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,264260.1,264260.10,1.0,7299,7299
2021-03-27,2021-03-27,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,4736.91,4736.91,1.0,54,54
2021-03-27,2021-03-28,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-22107.83,-22107.83,1.0,498,498
2021-03-27,2021-03-28,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-36700.85,-36700.85,1.0,932,932
2021-03-27,2021-03-28,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-1076.4,-1076.40,1.0,9,9
2021-03-27,2021-03-28,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,3619.89,3619.89,1.0,57,57
2021-03-27,2021-03-28,Ventas_orders,DJVrGLk2ULRksb12F0u2eUZjUEs,Adyen_Travel,RappiBR_Travel,Order,1538.19,1538.19,1.0,1,1
2021-03-27,2021-03-28,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1146888.45,1146888.45,1.0,13270,13270
2021-03-27,2021-03-28,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR,Order,39.99,39.99,1.0,1,1
2021-03-27,2021-03-28,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,792397.2,792397.20,1.0,11527,11527
2021-03-27,2021-03-28,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,2392.0,2392.00,1.0,80,80
2021-03-27,2021-03-28,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,363.5,363.50,1.0,11,11
2021-03-27,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-2000.66,,0,31
2021-03-27,,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,-157.14,,0,2
2021-03-27,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-101.15,,0,4
2021-03-27,,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,92.31,,0,1
2021-03-27,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,729.08,,0,8
2021-03-27,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,8407.06,,0,73
2021-03-28,2021-03-28,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-94127.25,-94127.25,1.0,2091,2091
2021-03-28,2021-03-28,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-170804.38,-170804.38,1.0,3618,3618
2021-03-28,2021-03-28,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-5599.4,-5599.40,1.0,125,125
2021-03-28,2021-03-28,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-448.5,-448.50,1.0,15,15
2021-03-28,2021-03-28,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,-297.0,-297.00,1.0,8,8
2021-03-28,2021-03-28,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,9147.62,9147.62,1.0,145,145
2021-03-28,2021-03-28,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,2908166.88,2908166.88,1.0,30621,30621
2021-03-28,2021-03-28,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,2377950.82,2377950.82,1.0,32852,32852
2021-03-28,2021-03-28,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,586428.1,586428.10,1.0,17997,17997
2021-03-28,2021-03-28,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,1803.5,1803.50,1.0,38,38
2021-03-28,2021-03-29,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-22046.7,-22046.70,1.0,543,543
2021-03-28,2021-03-29,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,-41930.63,-41930.63,1.0,944,944
2021-03-28,2021-03-29,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,-1375.4,-1375.40,1.0,19,19
2021-03-28,2021-03-29,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Prime,-29.9,-29.90,1.0,1,1
2021-03-28,2021-03-29,Ventas_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,RappiBR_GooglePay,Order,3344.86,3344.86,1.0,54,54
2021-03-28,2021-03-29,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,1284856.22,1284856.22,1.0,15870,15870
2021-03-28,2021-03-29,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,Order,896419.57,896419.57,1.0,13649,13649
2021-03-28,2021-03-29,Ventas_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,RappiBR_Loyalty,Prime,6965.8,6965.80,1.0,143,143
2021-03-28,2021-03-29,Ventas_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,RappiBR,RappiPay,1263.0,1263.00,1.0,10,10
2021-03-28,,Refunds_orders,1IA6WE9TFgv1V4GwfYdq6hENJ6W,Adyen,,Order,,-1641.76,,0,23
2021-03-28,,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,-81.59,,0,3
2021-03-28,,Refunds_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,-2159.08,,0,46
2021-03-28,,Refunds_others,AtDm0jFt546Yb99d2luT1iHRDp3,Adyen,,Prime,,-897.00,,0,12
2021-03-28,,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Prime,,-59.80,,0,2
2021-03-28,,Refunds_others,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,RappiPay,,-170.00,,0,4
2021-03-28,,Ventas_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,,Order,,444.46,,0,6
2021-03-28,,Ventas_orders,YYihqqY7qTpuME1HIkQgri5T7nk,Adyen,,Order,,3148.55,,0,45
2021-03-29,2021-03-29,Refunds_orders,DJVrGLk2ULRksb12F0u2eUZjUEs,Adyen_Travel,RappiBR_Travel,Order,-1538.19,-1538.19,1.0,1,1
2021-03-29,2021-03-29,Refunds_orders,YU3bdD6yq010mJ9mNdL88EXj3p9,Adyen,RappiBR_Safe,Order,-92603.38,-92603.38,1.0,2076,2076
